seed,pre_hash_long,post_hash_long
2147483647,1332330292446077885,-90709882102425273
2147483647,-1537321388284451263,5920314746191301834
2147483647,8613010248929295249,4897762106910579307
2147483647,2919859758153453568,6798644381492124032
2147483647,7497479965999086393,1340277668899813899
2147483647,8092643338038581717,-4848836073144286599
2147483647,1326646905010044805,6541316058501923170
2147483647,4442708040873911210,-3326559367540003243
2147483647,-5554748725645626540,2220110685117477560
2147483647,-3704432009686450438,2198304174683394948
2147483647,5494542277548676971,740241614995400914
2147483647,-3788067831248212793,-3369322504547493098
2147483647,5020843632358257543,-6154745410389680039
0,5797898885857920721,-4071349394507855115
0,-945726292679342924,-876529480041849111
0,-844099673303054332,-3868039109288971138
0,3902610103608179935,7520803832632785353
0,2300274633014929457,8387571514375866149
0,4300186733318170538,-7768102517190910782
0,-9195789692800418047,294743035609711154
0,-5596654713944733569,-3717961201092227730
0,-6310506688630775259,7326580515083780804
0,-48947332408195609,1485963497060419069
0,8724470744763331282,-6793834817371944179
0,3584226657257485852,-6303802808453724762
0,4203908418003684972,5271924057246191158
0,1648288546226020572,6773293848935617928
0,-1470434222209313151,-5853778239027365727
0,-4330080723252508033,6091500675588224482
0,5680945340363637752,1215970312651184542
0,6991406552572976204,7863417580463264184
0,6871364801639938441,6598260805274051271
0,-8470582481256382969,2566653349992527383
0,1996547057907075440,-4625381919130125238
0,7512030474967643342,6950268796162627084
0,-1681421259993292196,-5788005056430875585
0,-4327365921067705564,3163648120073250420
0,-650072592903891027,-7063284681236745173
0,2095696241247569486,4842625247074278455
0,7251217747129858271,-4905468755566390757
0,-6136410516779160355,6496551953205889970
0,-5447674199320302528,2061129249009169765
0,-7360356420697316724,1460540099247480706
0,6315394412835225833,-8682549180054275686
0,-3328960931179463349,3827231891125386935
0,-7560286038326203413,1071405794895266704
0,8037000249453754267,-6007251002320721163
0,1998614497907369159,1758350946835072503
0,-7682112285708344292,-7964359691494531826
0,-6204331610574482140,7650270495533871506
0,-8244745312671349148,-6331331258841524355
0,-8604862550481858629,726224415883215849
0,-5693797743320079087,3566414778542473835
0,5869101238778430101,-1915004666128039930
0,8134351140710820129,-344005860739107672
0,221358426708416632,6696505641145214548
0,233649483812134528,842109662479287695
0,-5572877181438739042,3343981939971143791
0,-1710766958202443294,-8126118804159424429
0,-1251244960138593368,-4951813992237212262
0,1485568480240191442,-4112336125020795240
0,1825522180626948306,-616698155730930190
0,7423176560455067915,-4844868025506222314
0,-3545115380320098714,-4246142460775535295
0,46266498021425158,-4343555320833923756
0,-2144351936338032011,-8832881623277052400
0,-8025140981603101740,-5909197547579656892
0,262618084365242565,-8583076526137495164
0,-500219266596606931,4713903001778561612
0,-8318978027522318587,7717200652418486990
0,7096544479148813000,2763073316671947693
0,-1146455515050596281,-3893368464002368811
0,-5189677124161559060,-8099095462372232484
0,9128443364994243502,2081792174742661389
0,2537966171057395782,8154293923248125207
0,-8843924095490061722,7547591780155239257
0,-2547801522413471235,1819978902246620845
0,-4979644171343562540,6471094251834278921
0,663891803632391939,-7906725555062464932
0,-6748242386890846450,7415439215597844852
0,6664448195119953582,2480160289182414876
0,4048073894657531021,6800054271397194884
0,6637429393644021894,4839508626680377533
0,8401618513674609441,-7750073377063805723
0,-1688092882814449056,6442861035343959650
0,-3149241608122180316,-3840902046247537425
0,-5794863138595349589,-8066779038472708950
0,540873747948729074,-3325735392053337651
0,7319963726341157385,-1101321109772081294
0,-2594458883112823912,-8632934056335662685
0,-5218363911369579743,-4265085415674003134
0,-9128340484683897654,6781491480773052436
0,6554092355901241267,1584434084074428715
0,-665611951256502758,-3832539653502478956
0,2369530194033851372,-5068625121572177965
0,2037648442184655719,1128134904748954214
0,-8369985346162786053,-4485830907068237014
0,-2618505083878428013,-741473508481854151
0,-3844558872529263645,-3205095384331131076
0,-3936551051312039816,-3631605868357342858
0,-4397589800245301870,-6919915253628995823
0,-7705025750692011749,-6036603627416620957
0,-5172971845248114637,1904339940622459213
0,-8252732331633625310,-6901698161004319886
0,4079197736038352319,3399851740968864068
0,4714351880739219075,-633652180151980548
0,1477744949315785690,267128759824052539
0,1593226455485412990,6094798097707302381
0,-2292657705489123108,-4600379730578176022
0,3403275329300082380,2535511123723378639
0,-6147411282109651411,8790667933777011315
0,-5239570827406975976,-5226133147495109874
0,6432356007261678549,-6860787167441669426
1,-1515158592908040274,7971497446144753616
1,5322681299929659730,-7808652944278313133
1,1936795074606706,-7772438077640188383
1,3890866512835467180,-8091702950010332758
1,6176014792303674130,-2461437989822842080
1,-6620103278978289465,2612090428570831355
1,6316138657225156479,-6675823797249428201
1,-4098267762943805449,-3369342989363399065
1,2552139837508651416,4034372867172582037
1,6567461472594266073,6515086746160173808
1,-6778128366459969752,-8013590061554799775
1,-6611242892417775264,-6075825639216040770
1,3490228200639642898,4478672233138548496
1,1662010423733631022,4197121785089915577
1,-4858994240073783862,4649087903430616900
1,-5406636261142259676,-8090664853597556410
1,-752954469917193465,-696511576707650209
1,-5290951107275755460,-2707206167953469078
1,-4272622707664980298,-2567737018083281302
1,-7641598872376107371,4905372839323263194
1,184084303402159921,-3027090582666232908
1,-2220726953495488049,-1545197189249942261
1,8607046313482873520,356759787270075399
1,-3226111013754539112,-7303696892086498404
1,-3505088063389309441,-1281589045451716161
1,-8702988211453038457,-8891970186457050711
1,-6016242411370302863,6147287545192584328
1,-7555272422567687896,1820060442827451852
1,7202043895247474452,-8282544012272357204
1,2674888791828129879,49168874557403578
1,-2413430317850140379,5667236178982520951
1,2004110606177057489,-1801423275579198669
1,5750419551786115014,-6094235497990645826
1,-1019340972947741689,3786527124502191858
1,-1112372283823110418,8390541320245195375
1,7130389426934934581,-6899644031648703461
1,2992976862721050016,2092637747688316736
1,8841646798864268211,6776075890182308049
1,-1934659891784082593,5476160900199519946
1,8542928366277031819,-6324645411244819082
1,6332602903681407200,-7565294893857439646
1,-8018588774928247989,1900214253768967226
1,462267692281657345,-5169742455893319235
1,-4994297446106747877,-198343929672920812
1,3842472955018329850,-6853817643346416167
1,-2989691344935059183,-8184619587540546481
1,1468057664056402641,-8241452671086337451
1,-6389105643340129085,6566880086624625703
1,-5193021215669789421,-1663788281479338006
1,-5820675107994106851,6842415550162168367
1,7618091476051568832,3900801638501804043
1,-7551913932934349195,6716229774062995202
1,-6396101906293679482,-7992738430004892326
1,-3899300208369743140,-4075394391845959358
1,-6039976808000108494,-1453657841559632548
1,3948048941934106295,-5024758182287872227
1,1312379144408593251,4489717732798776411
1,466468273879730573,-8815527692721746104
1,-8534847643124651136,-6099904953204215166
1,-8844304778186851807,-3525728474086774608
1,2860012171536472811,-5970800016319719347
1,-265721343088353085,-8875585162521264841
1,3964494804894872438,-1374084521054517854
1,5097036153496034018,5353139046544003168
1,-3764733868737974763,8632994908349419827
1,-306376542191725594,-4016849252682151731
1,-2001850952147463723,-4208701252635387844
1,4482083831205177148,-8129793951139094545
1,4969351975654405645,8764194455679033039
1,-59498701129068622,-3462312923008260745
1,1746929754512094162,-2795251287019748898
1,-8995589311738267644,6875795838975245057
1,2627618420006714031,-5245620391609236894
1,-6786406047068405579,4226618945355930394
1,-390191939874456427,-8888362384665952157
1,-3632832069336936669,1362871282808737719
1,2039543411803235600,-4213452461620479015
1,-2527384627290195499,-8367702298471993348
1,-2408918644271853637,-3284229295320882353
1,-6852236919480605161,-8100534751044081138
1,-3493599005871656458,-8823771152507685244
1,-130196686726026551,2773210408697480222
1,284151815832988629,8836394179763984094
1,-3092508877766243214,4691455716787971952
1,-4048137209577229221,-9054049395501083901
1,334156229026621083,990342084403095891
1,7174076028287948007,-1380155254564204558
1,1942857257600013914,2519039016971060602
1,-6558944179507533842,2370410766783459230
1,5997068171343985196,-4762827000779306632
1,-8404355807357530390,-6022017793171811699
1,-4649285007373772024,-4697452240252483386
1,5341654634577990545,-1481338255145803060
1,8282359692238885552,-3845661096202982750
1,81139181920135242,-1264238770781518343
1,2264101326402011977,-5174529641035571478
1,5024117961264774108,3569157859440878939
1,8080555923853128750,1009711079375878670
1,6887933843695998056,-3104667201579142529
1,-879060640046520320,-6028556185884480247
12487,-1097005763215907431,2518236781534700537
12487,4133136094781571073,6761603165076702395
12487,7352557100187686425,-4375191026531636728
12487,-2518034762091200350,-4165487428766970727
12487,-3846394447445907386,2468624800621596198
12487,5182718108129282905,1281606247245145099
12487,9108767575255120421,8172099649713214711
12487,6457100290386878904,-414220367945194777
12487,7379294991125336214,8334227676397828916
12487,-4249319482140146245,6071995163088268887
12487,-3281918510377147959,-1631613058707919515
12487,-6733634721012216991,5904883688524385997
12487,-2885737938867531024,3823356865984497418
12487,5773861209258422141,-9062584083834274689
12487,-1974625306267034315,8167147784651325602
12487,-4653482453440165939,-5797569318690407632
12487,-1316284395435733522,4758607973977441620
12487,-8804216815127240629,8689539066566658738
12487,-4217358927821220337,2659687338873316462
12487,-9196302340606355005,-3057654241861750978
12487,-5899162848834429728,-4505727724088335814
12487,7533238485814795685,-5100532593507276324
12487,7733290305614629359,7631846787233727952
12487,-846139316187710692,-8794131879460178349
12487,9095368021391309383,5543704331923799687
12487,-2967224915421871778,7479491041437045321
12487,7254962631710954721,7453300666018738292
12487,6793401398405262149,3407249928890763070
12487,1201529694088245850,444006574111225587
12487,5532952485145980959,140468539500101470
12487,2024664981644741606,3782994349194493247
12487,-6530648074260099647,-6420509812616699329
12487,-4928655234943867516,8980893041781844319
12487,5279521211330043874,-2927418340841302040
12487,2792153090653267827,6393262009654842690
12487,-5372335893304371035,-1524809393358136279
12487,2048383389135330019,7204878010827603110
12487,-3405076185054269833,-2918285793400923121
12487,-6611556569430131216,-3491903172479340070
12487,5841240469633028891,-5650443148135565608
12487,77658900226073291,6146867508657951772
12487,-5563207846571128830,-8366862235516620355
12487,-8502925117122032071,5394823487104121572
12487,6938172056849572831,-3402344895609150322
12487,7355433967703345473,-2722283736902000340
12487,7563099806678621563,5815308492856982656
12487,-3396538087577527775,9044986872918386245
12487,-2327702443608084539,208265614587703974
12487,-477977023812478847,-6757715720293416767
12487,-6908225219179713748,-715705035664793651
12487,-2303663630602022677,-7283527276046569832
12487,3521544346581895217,7229254916127027018
12487,-438253234286220423,5474468890818970064
12487,-4622677873734906057,40078677435639259
12487,4346266601924037071,818988041046859827
12487,-5491028707056506467,5098279612996699957
12487,8968188012354080843,-2494999842965312461
12487,947751869731336206,1201342157826779451
12487,8599333797261938299,-6784495377241777872
12487,4538861931719887383,-2868536970174695084
12487,1576771593856367311,-8134646851507839194
12487,6402536377009844985,-2483357001015446848
12487,-7620299888477244017,2920769774204808745
12487,4779578432549631936,-6667058491977931955
12487,-6041162341894895858,5323594873570626236
12487,-8981219920786570605,-7912780177387613203
12487,-6056044350698779360,-2787261909852428081
12487,2224303397774919502,7814896203916791551
12487,-5271706449293669432,-8624870526133918746
12487,-9045467014899653299,-808321403675078705
12487,3393477915573605686,7613414112683281121
12487,-8927384624221007222,-8391727769972896809
12487,-8617310050245296913,-3231882678654862907
12487,-21047075962051606,2680937123099840429
12487,-6334218353576818099,-5821909827683546338
12487,8180276972282283731,8520920345461045186
12487,5920754926470356522,-8626680803417189508
12487,1740667787022581761,8748065726259365261
12487,-5755219441248174120,-5879848646287964909
12487,-3362740203718507622,8875365133031543674
12487,8382917712018146643,5922619190287594294
12487,4672872193483635327,831645990963497628
12487,-2461866366162597191,6091894808817119961
12487,9205570043268057316,-4238043523723184245
12487,6093878654543686905,514742924254273706
12487,-3087317153297012190,-3963640293088404933
12487,2955545346353347531,1358668827782687848
12487,-555757723787266613,-2690788802922543068
12487,7285447829679134431,-8681175807205536151
12487,6828655992224817663,-8448275498293210865
12487,-9021935719278695847,-7667141840746705649
12487,-3403651146605291779,-254496741856034753
12487,4552972619979767419,2994992073979275654
12487,4120192098860034044,-8828455038453480091
12487,-2603537720692765021,1426190018218909082
12487,-6905842855786298053,4133033514123255911
12487,-5510519875402736776,-6979430183185932418
12487,-3690009272737088681,-5057333084368761469
12487,-7577266892292166560,-4032729836815081791
12487,-1336145727587183653,-2477963038588142832
8979979,8930961420536443956,-5872901110670836627
8979979,4612532849803930397,888823329953493819
8979979,8131217976241130807,8412393118112879314
8979979,5261972314028298055,8535283147543972660
8979979,-3933419987570917309,-5753883419018505927
8979979,2810998539101633715,-5670839034014687862
8979979,4526026023799671620,2115227219957608213
8979979,-4515906831469868164,3548900527777262902
8979979,4769223952998374122,-7265729710429548401
8979979,7853014634767000145,3679103144788501011
8979979,8808084735794916250,5106693895605815207
8979979,8785857148674671244,-6133216207495460534
8979979,2574289895678264741,-3636377624519364859
8979979,7787519723974787459,-8669118391408699099
8979979,8951145058203093179,1231502813669089450
8979979,5334880729399018268,-1144690015675833919
8979979,2635536989467507361,-132739141715783250
8979979,-1488712296471754330,4257244847566123468
8979979,8221818063993408802,269895185361392534
8979979,-1285217541328720153,-971352253132560274
8979979,7095378811747635010,-721371767405621373
8979979,-8907814043002430863,-5861386527185364863
8979979,-8427371219643548231,-556351969267008075
8979979,-8748767691658213063,-531897772380070265
8979979,2394925820656805535,-8375299603316705600
8979979,-4286438247152567703,-2389356051447293503
8979979,-7322971555047877533,-1240655530032475008
8979979,-3267801138338966156,5912191579794896345
8979979,6871118601715053569,-3204377908374060773
8979979,4010720421619244395,2495279667418644343
8979979,7959693599501953651,3924963453671701478
8979979,-2941703372225460849,1808771438633499790
8979979,5562070486194359656,-8580307879159991614
8979979,7873489559252433702,-3632139810574355099
8979979,7531921857079604019,-5311934981109107764
8979979,7239202563168401554,-8350104429911694412
8979979,-8917386525267325434,-843021814638564460
8979979,-1012109663065033314,8478627536775710796
8979979,8476567314600101471,-8362899454296883382
8979979,4515504329720023323,-3044739952794661042
8979979,8361417071533017281,-4420178379013238155
8979979,3079609666615463851,-1729908536694698143
8979979,7330203040336083623,-622151774216163169
8979979,-9114227918502663204,6226938082583675234
8979979,-2713871778982147403,-5076462261799622420
8979979,-506549095185894536,-3835835391397860148
8979979,-4502600562171342800,805944523936853108
8979979,3941472000555884058,-2021486268933410394
8979979,4966550093728345520,8587057377207233123
8979979,1180184078421543172,-7128507714077621292
8979979,-6015663291699401964,4162050143726247594
8979979,-262678576595262416,3531824511551180531
8979979,-8421347088241018187,7968284817530633434
8979979,-948259291860607836,5658348333727234366
8979979,1487118695998954973,7522348142468176807
8979979,537636544750983178,5763725484588749763
8979979,-1891420301368910726,-5894921368441003299
8979979,-7510416602987178625,5725449019317381692
8979979,7854356540669723662,5977543602152254519
8979979,-4313796973086734422,5367783646394347215
8979979,-3735585381220621847,4641558117716095885
8979979,-2358801111684039663,7149252506715004589
8979979,8500592403625077914,7450797818467037894
8979979,-3165069678806047833,8339007199176017808
8979979,408239638479573154,5658346777081051441
8979979,1394612278238908584,3573215980341873205
8979979,2346699220259279979,6488903063775831005
8979979,3580868071482899881,-1827506018032455812
8979979,7961017168244967288,-7512777509375321087
8979979,-2014050115153595926,9051226991638159073
8979979,8051105003483558108,3146400712419677515
8979979,-3700506842608314642,4361336870691744405
8979979,-4048666454762884880,2287290940964077840
8979979,9008299648439358285,-2967663320255688942
8979979,6204108650229647936,6706669802079081542
8979979,778480900451172040,3646646785936070899
8979979,-8434661093710232123,7033433465883522286
8979979,-8212527426587524194,9072352761247377595
8979979,-917510832255457703,6524684557033345268
8979979,3958127369241215261,5691122213930583110
8979979,2259550045798965095,-3734937173394142961
8979979,7032686370062058363,-7720702766308315047
8979979,4591905256552858337,8668190250167274998
8979979,902882491532829926,-8955647068360167323
8979979,303331575839660663,-500057057619415573
8979979,7449544573896043481,-3677760858534094448
8979979,3092090196943101957,8643715460393365040
8979979,4515887688766405296,84580976922045674
8979979,8485471608639916364,-4970432473586408588
8979979,-1564772793901276034,6654543456105750586
8979979,7715269754393139940,5792616652641465145
8979979,991488739685251870,-4152033514953270480
8979979,-2915796660536002959,445671617967783841
8979979,313433498834020999,9180098315949068988
8979979,-4404010327959529452,5892955487795545815
8979979,-4716395407876754076,-1878670546278610554
8979979,-5452598226460805340,-5042963205309459667
8979979,4962782894064117476,-1256091441593611921
8979979,5550625371534933534,-7924537402616152784
8979979,781973413594516942,2585688878352436375
16384,8455567457433243097,8840271289468708882
16384,-1778708634586573609,2313739550053303791
16384,8227737631728386045,7000342655485435710
16384,8270872812563303479,2094871328098615109
16384,723648541720698038,134632642109959489
16384,-1445088331145414535,8049517169788297314
16384,-8498765288655079517,2510070578257892935
16384,-6093377388955714926,6559136057796199207
16384,-7310773146055366636,-6120406233744009614
16384,-2499809194554317515,1412800792712376558
16384,-3709257902229417867,-3368764870740122343
16384,5071490685841855333,-7100929243761332765
16384,476658722769053956,2597502252053790825
16384,-8075495338298583989,-6371694534441539952
16384,2591140318642946506,8004553401401714767
16384,1394629967913664585,-6626560850917743816
16384,7177315859912929223,3019021626929243195
16384,-5485356936544580786,-8960513951715687326
16384,-6466645678464640657,-5455490339818477479
16384,-6051376209447475092,-2744516725713299119
16384,-2028129210668673451,8953339584586046543
16384,-6770082322367819097,-8745991398194758014
16384,-703944364349925850,-4727781013495484666
16384,1133359178040479502,4171924543359254278
16384,-7895134813238279464,1046920180373507371
16384,7591546015720422416,-3471583212386503811
16384,-7830526127179836894,-6850755515775696600
16384,3715633559418323463,-5278293834760462863
16384,1604588701429266990,-1006260456784778066
16384,-4456960421345806055,4077648331401477359
16384,3017309336079367564,-233120079499516025
16384,-1067088081476708288,7151582594039158425
16384,4609556339529384554,8361002109796327049
16384,4073428211282756006,-2263831069292781234
16384,5350107726940858626,8516357792799883105
16384,-3657944742620102603,-2702073999873872007
16384,9075211076681635154,-5457695201624057481
16384,-8038017144705725842,409618635056999714
16384,-8520571636246470638,-7097175126601432675
16384,-6612064755750773126,-4013719759039721225
16384,8257174703982584547,-4942075294255755140
16384,2355678841264999294,6163688806442766139
16384,-860247574536612924,-718440391630387242
16384,7740080569807846451,-7679786614424462830
16384,-3409116500324064311,-228684368166475653
16384,-6617976123734124875,-3726088081906388382
16384,-2272421116099013363,-6684612725310900614
16384,-2829341779029572198,2420850915912211996
16384,5926667346809928680,-9086814358709563051
16384,-3814159343230042555,-9030359808954369321
16384,-5594291071933866147,433520273029684994
16384,-858153158078326660,5332483120223720396
16384,1617048216202308822,4305549285458736786
16384,-6343381826178299080,-2860176370904782440
16384,-3984201317199039726,-4810673562013295359
16384,5299672424275239612,-5416079220085543872
16384,-908431761872742306,-9028637807214627400
16384,-1249228325979028503,180630369453214039
16384,-1995916954815561726,-2675585150163652422
16384,-5552578638317268785,6791670774051585848
16384,5832425848058483454,-8329136011519416037
16384,-2487301121748532601,8121155348968169745
16384,-7407875794293415946,8541682507860415363
16384,8454841873775578175,-7160667556603695025
16384,-1033997259087051159,-4917525166589981375
16384,-7819666560441197675,-4500606690162667441
16384,-893023195500306135,-1490712800954141190
16384,-4822845272408716759,5894649989437554318
16384,-6364563528460573689,953486364829942185
16384,-8611520686947330963,2671057812641727663
16384,6128638150496821453,103921503119164991
16384,6446461156843514302,-7649061053862926567
16384,6000519767976978288,5134096675539615917
16384,-3016936759947335240,-7300483261581078294
16384,-5574099089180838522,-7452218346148812122
16384,-622753269211651387,2602979469693231459
16384,-5687312836999845643,5875075891426858743
16384,228084049960265207,-3646211747547435314
16384,-3908968701216970259,-4366894788799927539
16384,5210933038171160,-4646417457222025169
16384,7951894722924101655,7281862401817039423
16384,925627860299892734,1667156785837880334
16384,-7748619535186262258,8027142295870099462
16384,-5729547685324324318,2560648897384757186
16384,-5621184596550289907,5573005361575408271
16384,8944136989158422899,-7005785200940715388
16384,4868142989128036074,7839767079924825587
16384,-988622049653893784,2447807025562669068
16384,-3977499954545293245,-8341322379417602189
16384,7988376490457945427,-187021052500597381
16384,5180644338120771318,-8509970686402881453
16384,-30273998721586947,-1802962035120411142
16384,-1409710797248234794,1435917466079575882
16384,-6960276837179687314,-8336347791251026947
16384,-9116364594578378086,-1191840491899042811
16384,-2340227528724162293,7559758055655030136
16384,3176526222322858776,-5682965848635899026
16384,-6974349444675271194,-4232883648165761829
16384,9123486405681569204,-2940666078519796319
16384,6376616230557040977,-2173518323889818476
