cardinality,multiset,union_cardinality,union_multiset
1,\x128B48F27B5DB0E9340CFC,9,\x128B48BB1AD57319B89CD8F09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD68FB0E6F684DF992
1,\x128B48EFE49DA97CB1C23B,10,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD68FB0E6F684DF992
1,\x128B48EFE49DA97CB1C23B,10,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD68FB0E6F684DF992
1,\x128B4865AD3780E9F97898,11,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD65AD3780E9F9789868FB0E6F684DF992
1,\x128B4865AD3780E9F97898,11,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD65AD3780E9F9789868FB0E6F684DF992
1,\x128B4858F6F13D28CA7A36,12,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B4858F6F13D28CA7A36,12,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F0552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B484B4752645E76F39E,13,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B484B4752645E76F39E,13,\x128B48BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B4881A8E923DD4D7273,14,\x128B4881A8E923DD4D7273BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B4881A8E923DD4D7273,14,\x128B4881A8E923DD4D7273BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B812352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B481DB004FA8A0CEBCC,15,\x128B4881A8E923DD4D7273BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B481DB004FA8A0CEBCC,15,\x128B4881A8E923DD4D7273BB1AD57319B89CD8EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B48C541D6E99556AD8D,16,\x128B4881A8E923DD4D7273BB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B48C541D6E99556AD8D,16,\x128B4881A8E923DD4D7273BB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B48A8EEBA810AD4107C,17,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B48A8EEBA810AD4107C,17,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B4828209046C2FD1CE6,18,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B4828209046C2FD1CE6,18,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3665AD3780E9F9789868FB0E6F684DF992
1,\x128B4860D1D9429FBCAA08,19,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B4860D1D9429FBCAA08,19,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B4823C77CB6E11760A5,20,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B4823C77CB6E11760A5,20,\x128B4881A8E923DD4D7273A8EEBA810AD4107CBB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48B1E81C4F73418369,21,\x128B4881A8E923DD4D7273A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48B1E81C4F73418369,21,\x128B4881A8E923DD4D7273A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DEFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48CE23684A013E0402,22,\x128B4881A8E923DD4D7273A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48CE23684A013E0402,22,\x128B4881A8E923DD4D7273A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B480149546ADA2D4A21,23,\x128B4881A8E923DD4D7273A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B480149546ADA2D4A21,23,\x128B4881A8E923DD4D7273A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B4885EC2FB805FEB9C0,24,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B4885EC2FB805FEB9C0,24,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8C541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48BE75C448B47B885B,25,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48BE75C448B47B885B,25,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A528209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48245B99B846685CFB,26,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B48245B99B846685CFB,26,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF992
1,\x128B487B528BF8134C9D4F,27,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B487B528BF8134C9D4F,27,\x128B4881A8E923DD4D727385EC2FB805FEB9C0A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B488B67F1909C4FBA23,28,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA23A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B488B67F1909C4FBA23,28,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA23A8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B4893BCD79BF47657EB,29,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EBA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B4893BCD79BF47657EB,29,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EBA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B48347536F046296448,30,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EBA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6347536F046296448352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B48347536F046296448,30,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EBA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6347536F046296448352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B489F94C56130B117AF,31,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EB9F94C56130B117AFA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6347536F046296448352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B489F94C56130B117AF,31,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EB9F94C56130B117AFA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE6347536F046296448352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B482F48F6FC00551A97,32,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EB9F94C56130B117AFA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE62F48F6FC00551A97347536F046296448352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
1,\x128B482F48F6FC00551A97,32,\x128B4881A8E923DD4D727385EC2FB805FEB9C08B67F1909C4FBA2393BCD79BF47657EB9F94C56130B117AFA8EEBA810AD4107CB1E81C4F73418369BB1AD57319B89CD8BE75C448B47B885BC541D6E99556AD8DCE23684A013E0402EFE49DA97CB1C23BF09B04B38DD7AEE4F27B5DB0E9340CFCF6B55BBA28DA1B7EF7BED9D4B5F308680149546ADA2D4A210190E5722719B8121DB004FA8A0CEBCC23C77CB6E11760A5245B99B846685CFB28209046C2FD1CE62F48F6FC00551A97347536F046296448352CCCFC0946B8F04B4752645E76F39E552CF1E4A8AB85DD58F6F13D28CA7A3660D1D9429FBCAA0865AD3780E9F9789868FB0E6F684DF9927B528BF8134C9D4F
