id,name,state_id,state_code,country_id,country_code,latitude,longitude
2606,Litzelsdorf,2062,1,15,AT,47.20826,16.1717
2608,Lockenhaus,2062,1,15,AT,47.40753,16.41623
2611,Loipersbach im Burgenland,2062,1,15,AT,47.69656,16.47919
2614,Loretto,2062,1,15,AT,47.91559,16.5179
2622,Lutzmannsburg,2062,1,15,AT,47.46373,16.63665
2631,Mannersdorf an der Rabnitz,2062,1,15,AT,47.42815,16.52678
2654,Mariasdorf,2062,1,15,AT,47.3658,16.23136
2661,Markt Allhau,2062,1,15,AT,47.28333,16.08333
2662,Markt Neuhodis,2062,1,15,AT,47.29565,16.39564
2664,Markt Sankt Martin,2062,1,15,AT,47.56205,16.42508
2666,Marz,2062,1,15,AT,47.71667,16.41667
2669,Mattersburg,2062,1,15,AT,47.73333,16.4
2705,Mischendorf,2062,1,15,AT,47.19277,16.31444
2718,Mitterpullendorf,2062,1,15,AT,47.49325,16.52129
2722,Mogersdorf,2062,1,15,AT,46.94917,16.23222
2745,Mönchhof,2062,1,15,AT,47.8802,16.94126
2748,Mörbisch am See,2062,1,15,AT,47.75,16.66667
2730,Moschendorf,2062,1,15,AT,47.05843,16.47728
2759,Mühlgraben,2062,1,15,AT,46.88972,16.04083
2760,Müllendorf,2062,1,15,AT,47.83943,16.46258
2776,Neckenmarkt,2062,1,15,AT,47.59964,16.5467
2787,Neuberg im Burgenland,2062,1,15,AT,47.16894,16.26054
2790,Neudörfl,2062,1,15,AT,47.79655,16.2977
2792,Neufeld an der Leitha,2062,1,15,AT,47.86558,16.37856
2795,Neuhaus am Klausenbach,2062,1,15,AT,46.86667,16.03333
2811,Neusiedl am See,2062,1,15,AT,47.94901,16.8417
2813,Neustift an der Lafnitz,2062,1,15,AT,47.36667,16.03333
2814,Neustift bei Güssing,2062,1,15,AT,47.02474,16.26041
2816,Neutal,2062,1,15,AT,47.54548,16.44619
2819,Nickelsdorf,2062,1,15,AT,47.94056,17.06944
2834,Nikitsch,2062,1,15,AT,47.53615,16.66017
2848,Oberdorf im Burgenland,2062,1,15,AT,47.21667,16.21667
2859,Oberloisdorf,2062,1,15,AT,47.44736,16.50764
2871,Oberpullendorf,2062,1,15,AT,47.50352,16.50447
2873,Oberschützen,2062,1,15,AT,47.35138,16.20732
2884,Oberwart,2062,1,15,AT,47.28971,16.20595
2896,Oggau,2062,1,15,AT,47.83333,16.66667
2898,Olbendorf,2062,1,15,AT,47.18333,16.2
2899,Ollersdorf im Burgenland,2062,1,15,AT,47.18333,16.16667
2905,Oslip,2062,1,15,AT,47.82906,16.61957
2921,Pama,2062,1,15,AT,48.05,17.03333
2922,Pamhagen,2062,1,15,AT,47.70092,16.90779
2924,Parndorf,2062,1,15,AT,47.99963,16.86049
2968,Pilgersdorf,2062,1,15,AT,47.44106,16.3492
2972,Pinkafeld,2062,1,15,AT,47.36667,16.11667
2975,Piringsdorf,2062,1,15,AT,47.44826,16.41516
2985,Podersdorf am See,2062,1,15,AT,47.85412,16.83706
3005,Politischer Bezirk Güssing,2062,1,15,AT,47.10164,16.30363
3013,Politischer Bezirk Jennersdorf,2062,1,15,AT,46.96667,16.15
3027,Politischer Bezirk Mattersburg,2062,1,15,AT,47.73823,16.39486
3034,Politischer Bezirk Neusiedl am See,2062,1,15,AT,47.88853,16.92465
3035,Politischer Bezirk Oberpullendorf,2062,1,15,AT,47.50184,16.50593
3036,Politischer Bezirk Oberwart,2062,1,15,AT,47.28854,16.20861
3109,Pöttelsdorf,2062,1,15,AT,47.75369,16.43864
3111,Pöttsching,2062,1,15,AT,47.80445,16.37109
3070,Potzneusiedl,2062,1,15,AT,48.04504,16.9477
3098,Purbach am Neusiedler See,2062,1,15,AT,47.91289,16.69561
3129,Raiding,2062,1,15,AT,47.56581,16.53056
3156,Rechnitz,2062,1,15,AT,47.30467,16.44095
3190,Riedlingsdorf,2062,1,15,AT,47.35,16.13333
3197,Ritzing,2062,1,15,AT,47.61316,16.49546
3198,Rohr im Burgenland,2062,1,15,AT,47.11667,16.16667
3204,Rohrbach bei Mattersburg,2062,1,15,AT,47.7052,16.43005
3213,Rotenturm an der Pinka,2062,1,15,AT,47.25,16.25
3216,Rudersdorf,2062,1,15,AT,47.05,16.11667
3220,Rust,2062,1,15,AT,47.80122,16.67158
3221,Rust Stadt,2062,1,15,AT,47.80174,16.6721
3240,Sankt Andrä am Zicksee,2062,1,15,AT,47.7841,16.94195
3253,Sankt Georgen am Leithagebirge,2062,1,15,AT,47.85,16.55
3297,Sankt Margarethen im Burgenland,2062,1,15,AT,47.80335,16.60875
3305,Sankt Martin an der Raab,2062,1,15,AT,46.9225,16.13611
3309,Sankt Michael im Burgenland,2062,1,15,AT,47.12852,16.27148
3353,Schachendorf,2062,1,15,AT,47.26667,16.43333
3357,Schandorf,2062,1,15,AT,47.24183,16.42267
3362,Schattendorf,2062,1,15,AT,47.70973,16.50979
3424,Schützen am Gebirge,2062,1,15,AT,47.85233,16.62334
3449,Siegendorf im Burgenland,2062,1,15,AT,47.78098,16.54232
3451,Sieggraben,2062,1,15,AT,47.65128,16.37993
3456,Sigless,2062,1,15,AT,47.77533,16.39503
3492,Stadtschlaining,2062,1,15,AT,47.31667,16.28333
3509,Stegersbach,2062,1,15,AT,47.16667,16.16667
3516,Steinbrunn,2062,1,15,AT,47.83333,16.41667
3530,Stinatz,2062,1,15,AT,47.20266,16.13312
3535,Stoob,2062,1,15,AT,47.52845,16.4776
3536,Stotzing,2062,1,15,AT,47.90688,16.5458
3550,Strem,2062,1,15,AT,47.04498,16.41426
3568,Tadten,2062,1,15,AT,47.76667,16.98333
3605,Tobaj,2062,1,15,AT,47.08333,16.3
3615,Trausdorf an der Wulka,2062,1,15,AT,47.8135,16.5576
3630,Tschanigraben,2062,1,15,AT,47.01667,16.3
3652,Unterfrauenhaid,2062,1,15,AT,47.57116,16.49885
3654,Unterkohlstätten,2062,1,15,AT,47.38333,16.31667
3666,Unterwart,2062,1,15,AT,47.25,16.23333
3737,Wallern im Burgenland,2062,1,15,AT,47.72847,16.93706
3756,Weichselbaum,2062,1,15,AT,46.9425,16.1875
3757,Weiden am See,2062,1,15,AT,47.92532,16.86899
3758,Weiden bei Rechnitz,2062,1,15,AT,47.3,16.35
3767,Weingraben,2062,1,15,AT,47.51393,16.36375
3791,Weppersdorf,2062,1,15,AT,47.57954,16.42679
3809,Wiesen,2062,1,15,AT,47.73776,16.33798
3810,Wiesfleck,2062,1,15,AT,47.38458,16.14552
3823,Wimpassing an der Leitha,2062,1,15,AT,47.91667,16.43333
3826,Winden am See,2062,1,15,AT,47.95,16.75
3838,Wolfau,2062,1,15,AT,47.25,16.1
3859,Wörterberg,2062,1,15,AT,47.21667,16.1
3850,Wulkaprodersdorf,2062,1,15,AT,47.79753,16.50447
3866,Zagersdorf,2062,1,15,AT,47.76471,16.51382
3887,Zillingtal,2062,1,15,AT,47.81442,16.40928
3890,Zurndorf,2062,1,15,AT,47.98314,17.00315
143783,Albeck,2057,2,15,AT,46.81666667,14.1
1646,Althofen,2057,2,15,AT,46.87298,14.47449
1668,Annabichl,2057,2,15,AT,46.65,14.31667
1679,Arnoldstein,2057,2,15,AT,46.54611,13.71
1681,Arriach,2057,2,15,AT,46.72921,13.85046
1706,Auen,2057,2,15,AT,46.59963,13.84389
143785,Bad Bleiberg,2057,2,15,AT,46.62416667,13.68777778
143786,Bad Eisenkappel,2057,2,15,AT,46.48333333,14.6
143787,Bad Kleinkirchheim,2057,2,15,AT,46.81361111,13.79277778
1733,Bad Sankt Leonhard im Lavanttal,2057,2,15,AT,46.96278,14.79167
1746,Baldramsdorf,2057,2,15,AT,46.80111,13.45333
1755,Berg im Drautal,2057,2,15,AT,46.74915,13.13536
1781,Bleiburg,2057,2,15,AT,46.59,14.79889
1788,Bodensdorf,2057,2,15,AT,46.69111,13.97111
1816,Brückl,2057,2,15,AT,46.75167,14.53667
1833,Dellach,2057,2,15,AT,46.66175,13.07965
1834,Dellach im Drautal,2057,2,15,AT,46.7375,13.07833
1838,Deutsch Griffen,2057,2,15,AT,46.85606,14.07501
143791,Deutsch-Griffen,2057,2,15,AT,46.855,14.07388889
1854,Diex,2057,2,15,AT,46.75,14.6
1871,Döbriach,2057,2,15,AT,46.78049,13.65738
1866,Draschen,2057,2,15,AT,46.76909,14.06758
1886,Ebenthal,2057,2,15,AT,46.60806,14.36417
1890,Eberndorf,2057,2,15,AT,46.59139,14.64361
1894,Eberstein,2057,2,15,AT,46.80806,14.56
143792,Ebriach,2057,2,15,AT,46.46667,14.51667
143793,Eisenkappel-Vellach,2057,2,15,AT,46.48638889,14.59611111
1957,Faak am See,2057,2,15,AT,46.56806,13.90972
143794,Feffernitz,2057,2,15,AT,46.68333333,13.7
1966,Feistritz an der Drau,2057,2,15,AT,46.70157,13.66479
1967,Feistritz an der Gail,2057,2,15,AT,46.5775,13.60667
1969,Feistritz im Rosental,2057,2,15,AT,46.51667,14.16667
1970,Feistritz ob Bleiburg,2057,2,15,AT,46.55,14.76667
1971,Feld am See,2057,2,15,AT,46.77639,13.74778
2998,Feldkirchen District,2057,2,15,AT,46.72127,14.09683
1976,Feldkirchen in Kärnten,2057,2,15,AT,46.72368,14.0958
1980,Ferlach,2057,2,15,AT,46.52694,14.30194
1981,Ferndorf,2057,2,15,AT,46.73651,13.62661
1988,Finkenstein,2057,2,15,AT,46.56155,13.87086
1989,Finkenstein am Faaker See,2057,2,15,AT,46.57904,13.93496
1997,Flattach,2057,2,15,AT,46.93861,13.13444
2033,Föderlach I,2057,2,15,AT,46.59998,13.96128
143797,Frantschach-Sankt Gertraud,2057,2,15,AT,46.86111111,14.86027778
2015,Frauenstein,2057,2,15,AT,46.81417,14.29417
2021,Fresach,2057,2,15,AT,46.71556,13.69083
2022,Fresen,2057,2,15,AT,46.70516,14.04513
2024,Friesach,2057,2,15,AT,46.95528,14.40583
2036,Fürnitz,2057,2,15,AT,46.56188,13.81732
2043,Gailitz,2057,2,15,AT,46.56083,13.70444
2046,Gallizien,2057,2,15,AT,46.55,14.51667
143800,Gemmersdorf,2057,2,15,AT,46.7574,14.9022
143801,Gerlamoos,2057,2,15,AT,46.76391,13.272
143802,Gitschtal,2057,2,15,AT,46.67972222,13.26055556
2083,Glanegg,2057,2,15,AT,46.72259,14.19893
2088,Globasnitz,2057,2,15,AT,46.55694,14.70278
2091,Glödnitz,2057,2,15,AT,46.87398,14.11915
2093,Gmünd,2057,2,15,AT,46.90722,13.52944
143803,Gmünd in Kärnten,2057,2,15,AT,46.91472,13.5467
2099,Gnesau,2057,2,15,AT,46.77544,13.96251
143806,Görtschach,2057,2,15,AT,46.61278,13.465
2113,Grafenstein,2057,2,15,AT,46.61393,14.46719
2124,Greifenburg,2057,2,15,AT,46.75027,13.17982
2130,Gries,2057,2,15,AT,46.8316,14.85103
2135,Griffen,2057,2,15,AT,46.70444,14.73278
2155,Großkirchheim,2057,2,15,AT,46.9727,12.89589
2178,Gurk,2057,2,15,AT,46.87389,14.29167
2182,Guttaring,2057,2,15,AT,46.88536,14.51071
2258,Heiligenblut,2057,2,15,AT,47.03979,12.84345
2271,Hermagor,2057,2,15,AT,46.62722,13.36722
3008,Hermagor District,2057,2,15,AT,46.63137,13.13246
143807,Hermagor-Pressegger See,2057,2,15,AT,46.62722222,13.36722222
2282,Himmelberg,2057,2,15,AT,46.75667,14.03056
2319,Hohenthurn,2057,2,15,AT,46.55774,13.66038
2344,Hörtendorf,2057,2,15,AT,46.63333,14.4
2348,Hüttenberg,2057,2,15,AT,46.94139,14.55
2367,Irschen,2057,2,15,AT,46.75694,13.02528
2402,Kappel am Krappfeld,2057,2,15,AT,46.83861,14.48639
2420,Keutschach am See,2057,2,15,AT,46.59306,14.18889
2424,Kirchbach,2057,2,15,AT,46.6416,13.18454
143810,Klagenfurt,2057,2,15,AT,46.63873,14.2973
2446,Klagenfurt am Wörthersee,2057,2,15,AT,46.63333,14.3
3016,Klagenfurt-Land District,2057,2,15,AT,46.56722,14.29295
143811,Kleblach-Lind,2057,2,15,AT,46.76722222,13.35805556
2449,Klein Sankt Paul,2057,2,15,AT,46.83611,14.54139
2453,Kleinedling,2057,2,15,AT,46.81417,14.82778
2514,Kötschach,2057,2,15,AT,46.68167,13.00694
143813,Kötschach-Mauthen,2057,2,15,AT,46.66666667,13.0
2515,Köttmannsdorf,2057,2,15,AT,46.56139,14.23389
143812,Krems,2057,2,15,AT,46.9225,13.5675
2500,Krumpendorf,2057,2,15,AT,46.63333,14.21667
2516,Kühnsdorf,2057,2,15,AT,46.62194,14.63639
143814,Lamnitz,2057,2,15,AT,46.86666667,12.98333333
2533,Landskron,2057,2,15,AT,46.61667,13.88333
2553,Launsdorf,2057,2,15,AT,46.77056,14.45194
2556,Lavamünd,2057,2,15,AT,46.64019,14.94733
2561,Ledenitzen,2057,2,15,AT,46.56639,13.96139
2574,Lendorf,2057,2,15,AT,46.83528,13.43028
143816,Leppen,2057,2,15,AT,46.48333,14.63333
143817,Lesachtal,2057,2,15,AT,46.69388889,12.81583333
2594,Liebenfels,2057,2,15,AT,46.73778,14.28667
2601,Lind,2057,2,15,AT,46.62244,13.84715
143818,Lobersberg,2057,2,15,AT,46.865,12.91111111
2618,Ludmannsdorf,2057,2,15,AT,46.54139,14.13425
143819,Lurnfeld,2057,2,15,AT,46.83333333,13.36666667
143820,Magdalensberg,2057,2,15,AT,46.70111111,14.43111111
143821,Mallnitz,2057,2,15,AT,46.98972222,13.17
143822,Malta,2057,2,15,AT,46.96666667,13.51666667
2646,Maria Rain,2057,2,15,AT,46.55389,14.29556
2647,Maria Saal,2057,2,15,AT,46.68083,14.34861
2650,Maria Wörth,2057,2,15,AT,46.61639,14.16306
2678,Mautbrücken,2057,2,15,AT,46.72037,14.19399
2692,Metnitz,2057,2,15,AT,46.98056,14.21667
2696,Micheldorf,2057,2,15,AT,46.91667,14.41667
2702,Millstatt,2057,2,15,AT,46.80417,13.58056
2742,Mölbling,2057,2,15,AT,46.85,14.43333
2743,Möllbrücke,2057,2,15,AT,46.83639,13.37278
2726,Moosburg,2057,2,15,AT,46.6575,14.17472
2749,Mörtschach,2057,2,15,AT,46.92389,12.91778
2755,Mühldorf,2057,2,15,AT,46.86028,13.35361
2782,Neu-Feffernitz,2057,2,15,AT,46.68772,13.67914
2794,Neuhaus,2057,2,15,AT,46.63333,14.88333
2823,Niederdorf,2057,2,15,AT,46.61667,14.4
143829,Nötsch im Gailtal,2057,2,15,AT,46.59,13.62277778
143830,Oberdörfl,2057,2,15,AT,46.55528,14.10806
2849,Oberdrauburg,2057,2,15,AT,46.74306,12.97028
143831,Obermillstatt,2057,2,15,AT,46.8106,13.5908
2879,Obervellach,2057,2,15,AT,46.93667,13.20417
2906,Ossiach,2057,2,15,AT,46.67435,13.98358
2928,Paternion,2057,2,15,AT,46.71417,13.63611
143832,Pischeldorf,2057,2,15,AT,46.68333,14.45
143834,Pöckau,2057,2,15,AT,46.55,13.7333
2986,Poggersdorf,2057,2,15,AT,46.65,14.45
3108,Pörtschach am Wörthersee,2057,2,15,AT,46.63639,14.14639
3078,Preitenegg,2057,2,15,AT,46.94,14.92583
3081,Priel,2057,2,15,AT,46.82758,14.8333
143833,Pusarnitz,2057,2,15,AT,46.83333,13.4
3123,Radenthein,2057,2,15,AT,46.80056,13.71167
3130,Rain,2057,2,15,AT,46.60528,14.38611
3137,Rangersdorf,2057,2,15,AT,46.86001,12.94923
3157,Reding,2057,2,15,AT,46.81667,14.85
143835,Reichenau,2057,2,15,AT,46.85416667,13.89305556
3165,Reichenfels,2057,2,15,AT,47.00718,14.74425
143836,Reißeck,2057,2,15,AT,46.87694444,13.30555556
3178,Rennweg am Katschberg,2057,2,15,AT,47.01667,13.61667
143837,Rittersdorf,2057,2,15,AT,46.75111,13.03444
3210,Rosegg,2057,2,15,AT,46.58833,14.01718
