start_id,start_vertex_type,end_id,end_vertex_type
143787,City,15,Country
1733,City,15,Country
1746,City,15,Country
1755,City,15,Country
1781,City,15,Country
1788,City,15,Country
1816,City,15,Country
1833,City,15,Country
1834,City,15,Country
1838,City,15,Country
143791,City,15,Country
1854,City,15,Country
1871,City,15,Country
1866,City,15,Country
1886,City,15,Country
1890,City,15,Country
1894,City,15,Country
143792,City,15,Country
143793,City,15,Country
1957,City,15,Country
143794,City,15,Country
1966,City,15,Country
1967,City,15,Country
1969,City,15,Country
1970,City,15,Country
1971,City,15,Country
2998,City,15,Country
1976,City,15,Country
1980,City,15,Country
1981,City,15,Country
1988,City,15,Country
1989,City,15,Country
1997,City,15,Country
2033,City,15,Country
143797,City,15,Country
2015,City,15,Country
2021,City,15,Country
2022,City,15,Country
2024,City,15,Country
2036,City,15,Country
2043,City,15,Country
2046,City,15,Country
143800,City,15,Country
143801,City,15,Country
143802,City,15,Country
2083,City,15,Country
2088,City,15,Country
2091,City,15,Country
2093,City,15,Country
143803,City,15,Country
2099,City,15,Country
143806,City,15,Country
2113,City,15,Country
2124,City,15,Country
2130,City,15,Country
2135,City,15,Country
2155,City,15,Country
2178,City,15,Country
2182,City,15,Country
2258,City,15,Country
2271,City,15,Country
3008,City,15,Country
143807,City,15,Country
2282,City,15,Country
2319,City,15,Country
2344,City,15,Country
2348,City,15,Country
2367,City,15,Country
2402,City,15,Country
2420,City,15,Country
2424,City,15,Country
143810,City,15,Country
2446,City,15,Country
3016,City,15,Country
143811,City,15,Country
2449,City,15,Country
2453,City,15,Country
2514,City,15,Country
143813,City,15,Country
2515,City,15,Country
143812,City,15,Country
2500,City,15,Country
2516,City,15,Country
143814,City,15,Country
2533,City,15,Country
2553,City,15,Country
2556,City,15,Country
2561,City,15,Country
2574,City,15,Country
143816,City,15,Country
143817,City,15,Country
2594,City,15,Country
2601,City,15,Country
143818,City,15,Country
2618,City,15,Country
143819,City,15,Country
143820,City,15,Country
143821,City,15,Country
143822,City,15,Country
2646,City,15,Country
2647,City,15,Country
2650,City,15,Country
2678,City,15,Country
2692,City,15,Country
2696,City,15,Country
2702,City,15,Country
2742,City,15,Country
2743,City,15,Country
2726,City,15,Country
2749,City,15,Country
2755,City,15,Country
2782,City,15,Country
2794,City,15,Country
2823,City,15,Country
143829,City,15,Country
143830,City,15,Country
2849,City,15,Country
143831,City,15,Country
2879,City,15,Country
2906,City,15,Country
2928,City,15,Country
143832,City,15,Country
143834,City,15,Country
2986,City,15,Country
3108,City,15,Country
3078,City,15,Country
3081,City,15,Country
143833,City,15,Country
3123,City,15,Country
3130,City,15,Country
3137,City,15,Country
3157,City,15,Country
143835,City,15,Country
3165,City,15,Country
143836,City,15,Country
3178,City,15,Country
143837,City,15,Country
3210,City,15,Country
3215,City,15,Country
3231,City,15,Country
3239,City,15,Country
143839,City,15,Country
3484,City,15,Country
143840,City,15,Country
143841,City,15,Country
143842,City,15,Country
143843,City,15,Country
3279,City,15,Country
3288,City,15,Country
3293,City,15,Country
3301,City,15,Country
3319,City,15,Country
3320,City,15,Country
3332,City,15,Country
3334,City,15,Country
143844,City,15,Country
143845,City,15,Country
3343,City,15,Country
3044,City,15,Country
3369,City,15,Country
3374,City,15,Country
3428,City,15,Country
3430,City,15,Country
3439,City,15,Country
143848,City,15,Country
3464,City,15,Country
3479,City,15,Country
3048,City,15,Country
3483,City,15,Country
143849,City,15,Country
143850,City,15,Country
143851,City,15,Country
143852,City,15,Country
143853,City,15,Country
143854,City,15,Country
3486,City,15,Country
3496,City,15,Country
3517,City,15,Country
3519,City,15,Country
3526,City,15,Country
3532,City,15,Country
143857,City,15,Country
3548,City,15,Country
143858,City,15,Country
143859,City,15,Country
143860,City,15,Country
3618,City,15,Country
143862,City,15,Country
3620,City,15,Country
143863,City,15,Country
143864,City,15,Country
3649,City,15,Country
143865,City,15,Country
3675,City,15,Country
3684,City,15,Country
3685,City,15,Country
3686,City,15,Country
3688,City,15,Country
3054,City,15,Country
3689,City,15,Country
3705,City,15,Country
3706,City,15,Country
3057,City,15,Country
3707,City,15,Country
3721,City,15,Country
3744,City,15,Country
143867,City,15,Country
143868,City,15,Country
3776,City,15,Country
143866,City,15,Country
3794,City,15,Country
3833,City,15,Country
3854,City,15,Country
3842,City,15,Country
3061,City,15,Country
3849,City,15,Country
143871,City,15,Country
1602,City,15,Country
1606,City,15,Country
1608,City,15,Country
1614,City,15,Country
1627,City,15,Country
1628,City,15,Country
1633,City,15,Country
1638,City,15,Country
1639,City,15,Country
1641,City,15,Country
1647,City,15,Country
1649,City,15,Country
1650,City,15,Country
1656,City,15,Country
1659,City,15,Country
1666,City,15,Country
1675,City,15,Country
1676,City,15,Country
1689,City,15,Country
1690,City,15,Country
1691,City,15,Country
1692,City,15,Country
1699,City,15,Country
1703,City,15,Country
1708,City,15,Country
1718,City,15,Country
1719,City,15,Country
1720,City,15,Country
1731,City,15,Country
1736,City,15,Country
1738,City,15,Country
1739,City,15,Country
1742,City,15,Country
1824,City,15,Country
1752,City,15,Country
1753,City,15,Country
1759,City,15,Country
1761,City,15,Country
1764,City,15,Country
1768,City,15,Country
1771,City,15,Country
1776,City,15,Country
1778,City,15,Country
1782,City,15,Country
1786,City,15,Country
1825,City,15,Country
1796,City,15,Country
1801,City,15,Country
1806,City,15,Country
1809,City,15,Country
1813,City,15,Country
1814,City,15,Country
1815,City,15,Country
1818,City,15,Country
1841,City,15,Country
1855,City,15,Country
1864,City,15,Country
1867,City,15,Country
1870,City,15,Country
1869,City,15,Country
1877,City,15,Country
1878,City,15,Country
1884,City,15,Country
1887,City,15,Country
1889,City,15,Country
1895,City,15,Country
1897,City,15,Country
1898,City,15,Country
1904,City,15,Country
1909,City,15,Country
1910,City,15,Country
1911,City,15,Country
1920,City,15,Country
1927,City,15,Country
1935,City,15,Country
1938,City,15,Country
1941,City,15,Country
1942,City,15,Country
1943,City,15,Country
1944,City,15,Country
1947,City,15,Country
1948,City,15,Country
1949,City,15,Country
1950,City,15,Country
1952,City,15,Country
1954,City,15,Country
1956,City,15,Country
1960,City,15,Country
1961,City,15,Country
1965,City,15,Country
1977,City,15,Country
1978,City,15,Country
1983,City,15,Country
1990,City,15,Country
2009,City,15,Country
2027,City,15,Country
2029,City,15,Country
2030,City,15,Country
2038,City,15,Country
2041,City,15,Country
2044,City,15,Country
2052,City,15,Country
2183,City,15,Country
2058,City,15,Country
2063,City,15,Country
2065,City,15,Country
2067,City,15,Country
2069,City,15,Country
2073,City,15,Country
2074,City,15,Country
2075,City,15,Country
2078,City,15,Country
2080,City,15,Country
2081,City,15,Country
2087,City,15,Country
2089,City,15,Country
2094,City,15,Country
2095,City,15,Country
2098,City,15,Country
2185,City,15,Country
2186,City,15,Country
2191,City,15,Country
2193,City,15,Country
2110,City,15,Country
2112,City,15,Country
2114,City,15,Country
2118,City,15,Country
2126,City,15,Country
2129,City,15,Country
2136,City,15,Country
2146,City,15,Country
2147,City,15,Country
2148,City,15,Country
2149,City,15,Country
2150,City,15,Country
2152,City,15,Country
2153,City,15,Country
2154,City,15,Country
2157,City,15,Country
2159,City,15,Country
2160,City,15,Country
2161,City,15,Country
2163,City,15,Country
2168,City,15,Country
2172,City,15,Country
2173,City,15,Country
2196,City,15,Country
2176,City,15,Country
2177,City,15,Country
2180,City,15,Country
2181,City,15,Country
2200,City,15,Country
2204,City,15,Country
2205,City,15,Country
2207,City,15,Country
2209,City,15,Country
2213,City,15,Country
2216,City,15,Country
2218,City,15,Country
2230,City,15,Country
2231,City,15,Country
2232,City,15,Country
2233,City,15,Country
2235,City,15,Country
2247,City,15,Country
2248,City,15,Country
2249,City,15,Country
2252,City,15,Country
2253,City,15,Country
2254,City,15,Country
2256,City,15,Country
2257,City,15,Country
2260,City,15,Country
2261,City,15,Country
2270,City,15,Country
2273,City,15,Country
2274,City,15,Country
2275,City,15,Country
2281,City,15,Country
2285,City,15,Country
2287,City,15,Country
2292,City,15,Country
2294,City,15,Country
2299,City,15,Country
2302,City,15,Country
2305,City,15,Country
2308,City,15,Country
2339,City,15,Country
2340,City,15,Country
2310,City,15,Country
2312,City,15,Country
2314,City,15,Country
2315,City,15,Country
2317,City,15,Country
2321,City,15,Country
2323,City,15,Country
2324,City,15,Country
2331,City,15,Country
2333,City,15,Country
2346,City,15,Country
2334,City,15,Country
2372,City,15,Country
2374,City,15,Country
2375,City,15,Country
2394,City,15,Country
2398,City,15,Country
2405,City,15,Country
2409,City,15,Country
2411,City,15,Country
2412,City,15,Country
2414,City,15,Country
2416,City,15,Country
2421,City,15,Country
2422,City,15,Country
2426,City,15,Country
2427,City,15,Country
2428,City,15,Country
2429,City,15,Country
2437,City,15,Country
2439,City,15,Country
2440,City,15,Country
2441,City,15,Country
2448,City,15,Country
2450,City,15,Country
2451,City,15,Country
2459,City,15,Country
2462,City,15,Country
2510,City,15,Country
2476,City,15,Country
2477,City,15,Country
2483,City,15,Country
2484,City,15,Country
2491,City,15,Country
2495,City,15,Country
2497,City,15,Country
2499,City,15,Country
2517,City,15,Country
2519,City,15,Country
2525,City,15,Country
2531,City,15,Country
2535,City,15,Country
2539,City,15,Country
2540,City,15,Country
2541,City,15,Country
2544,City,15,Country
2546,City,15,Country
2549,City,15,Country
2550,City,15,Country
2551,City,15,Country
2558,City,15,Country
2563,City,15,Country
2570,City,15,Country
2575,City,15,Country
2579,City,15,Country
2580,City,15,Country
2584,City,15,Country
2585,City,15,Country
2586,City,15,Country
2590,City,15,Country
2592,City,15,Country
2600,City,15,Country
2605,City,15,Country
2610,City,15,Country
2613,City,15,Country
2620,City,15,Country
2626,City,15,Country
2628,City,15,Country
2629,City,15,Country
2630,City,15,Country
2633,City,15,Country
2634,City,15,Country
2635,City,15,Country
2636,City,15,Country
2638,City,15,Country
2640,City,15,Country
2641,City,15,Country
2642,City,15,Country
2644,City,15,Country
2649,City,15,Country
2651,City,15,Country
2659,City,15,Country
2660,City,15,Country
2663,City,15,Country
2665,City,15,Country
2672,City,15,Country
2673,City,15,Country
2674,City,15,Country
2675,City,15,Country
2679,City,15,Country
2688,City,15,Country
2698,City,15,Country
2701,City,15,Country
2706,City,15,Country
2708,City,15,Country
2716,City,15,Country
2740,City,15,Country
2744,City,15,Country
2746,City,15,Country
2725,City,15,Country
2731,City,15,Country
2732,City,15,Country
2756,City,15,Country
2761,City,15,Country
2777,City,15,Country
2783,City,15,Country
2789,City,15,Country
2793,City,15,Country
2797,City,15,Country
2803,City,15,Country
2805,City,15,Country
2809,City,15,Country
2810,City,15,Country
2812,City,15,Country
2824,City,15,Country
2825,City,15,Country
2839,City,15,Country
2843,City,15,Country
2854,City,15,Country
2863,City,15,Country
2867,City,15,Country
2874,City,15,Country
2875,City,15,Country
2881,City,15,Country
2882,City,15,Country
2886,City,15,Country
2891,City,15,Country
2894,City,15,Country
2901,City,15,Country
2904,City,15,Country
2910,City,15,Country
2913,City,15,Country
2914,City,15,Country
2923,City,15,Country
2931,City,15,Country
2932,City,15,Country
2935,City,15,Country
2937,City,15,Country
2940,City,15,Country
2942,City,15,Country
2943,City,15,Country
2944,City,15,Country
2947,City,15,Country
2951,City,15,Country
2955,City,15,Country
2970,City,15,Country
2980,City,15,Country
3103,City,15,Country
3104,City,15,Country
2987,City,15,Country
2988,City,15,Country
2992,City,15,Country
3004,City,15,Country
3001,City,15,Country
3009,City,15,Country
3010,City,15,Country
3017,City,15,Country
3018,City,15,Country
3025,City,15,Country
3028,City,15,Country
3029,City,15,Country
3032,City,15,Country
3033,City,15,Country
3043,City,15,Country
3045,City,15,Country
3052,City,15,Country
3058,City,15,Country
3060,City,15,Country
3063,City,15,Country
3066,City,15,Country
3067,City,15,Country
3068,City,15,Country
3069,City,15,Country
3071,City,15,Country
3079,City,15,Country
3080,City,15,Country
3082,City,15,Country
3083,City,15,Country
3085,City,15,Country
3090,City,15,Country
3092,City,15,Country
3096,City,15,Country
3099,City,15,Country
3100,City,15,Country
3102,City,15,Country
3116,City,15,Country
3117,City,15,Country
3118,City,15,Country
3119,City,15,Country
3120,City,15,Country
3133,City,15,Country
3136,City,15,Country
3141,City,15,Country
3144,City,15,Country
3146,City,15,Country
3151,City,15,Country
3152,City,15,Country
3154,City,15,Country
3155,City,15,Country
3161,City,15,Country
3162,City,15,Country
3170,City,15,Country
3171,City,15,Country
3172,City,15,Country
3181,City,15,Country
3199,City,15,Country
3201,City,15,Country
3202,City,15,Country
3223,City,15,Country
3207,City,15,Country
3225,City,15,Country
3211,City,15,Country
3219,City,15,Country
3233,City,15,Country
3238,City,15,Country
3242,City,15,Country
3247,City,15,Country
3254,City,15,Country
3256,City,15,Country
3281,City,15,Country
3282,City,15,Country
3295,City,15,Country
3304,City,15,Country
3318,City,15,Country
3326,City,15,Country
3329,City,15,Country
3330,City,15,Country
3341,City,15,Country
3344,City,15,Country
3359,City,15,Country
3366,City,15,Country
3376,City,15,Country
3416,City,15,Country
3417,City,15,Country
3421,City,15,Country
3384,City,15,Country
3385,City,15,Country
3386,City,15,Country
3387,City,15,Country
3388,City,15,Country
3392,City,15,Country
3397,City,15,Country
3398,City,15,Country
3400,City,15,Country
3401,City,15,Country
3402,City,15,Country
3405,City,15,Country
3406,City,15,Country
3429,City,15,Country
3437,City,15,Country
3440,City,15,Country
3443,City,15,Country
3445,City,15,Country
3447,City,15,Country
3452,City,15,Country
3453,City,15,Country
3457,City,15,Country
3465,City,15,Country
3467,City,15,Country
3468,City,15,Country
3470,City,15,Country
3471,City,15,Country
3472,City,15,Country
3476,City,15,Country
3480,City,15,Country
3481,City,15,Country
3487,City,15,Country
3506,City,15,Country
3507,City,15,Country
3511,City,15,Country
3512,City,15,Country
3514,City,15,Country
3523,City,15,Country
3524,City,15,Country
3525,City,15,Country
3533,City,15,Country
3534,City,15,Country
3560,City,15,Country
3539,City,15,Country
3544,City,15,Country
3546,City,15,Country
3551,City,15,Country
3554,City,15,Country
3573,City,15,Country
3579,City,15,Country
3584,City,15,Country
3590,City,15,Country
3591,City,15,Country
3592,City,15,Country
3598,City,15,Country
3609,City,15,Country
3610,City,15,Country
3611,City,15,Country
3612,City,15,Country
3616,City,15,Country
3621,City,15,Country
3627,City,15,Country
3631,City,15,Country
3633,City,15,Country
3634,City,15,Country
3638,City,15,Country
3642,City,15,Country
3660,City,15,Country
3661,City,15,Country
3664,City,15,Country
3665,City,15,Country
3676,City,15,Country
3680,City,15,Country
3692,City,15,Country
3709,City,15,Country
3716,City,15,Country
3717,City,15,Country
3718,City,15,Country
3719,City,15,Country
3727,City,15,Country
3728,City,15,Country
3729,City,15,Country
3732,City,15,Country
3738,City,15,Country
3739,City,15,Country
3743,City,15,Country
3748,City,15,Country
3750,City,15,Country
3759,City,15,Country
3760,City,15,Country
3761,City,15,Country
3762,City,15,Country
3765,City,15,Country
3768,City,15,Country
3769,City,15,Country
3772,City,15,Country
3783,City,15,Country
3774,City,15,Country
3775,City,15,Country
3777,City,15,Country
3779,City,15,Country
3803,City,15,Country
3804,City,15,Country
3805,City,15,Country
3806,City,15,Country
3808,City,15,Country
3812,City,15,Country
3817,City,15,Country
3818,City,15,Country
3819,City,15,Country
3820,City,15,Country
3824,City,15,Country
3829,City,15,Country
3830,City,15,Country
3832,City,15,Country
3835,City,15,Country
3840,City,15,Country
3841,City,15,Country
3845,City,15,Country
3846,City,15,Country
3848,City,15,Country
3855,City,15,Country
3856,City,15,Country
3851,City,15,Country
3861,City,15,Country
3862,City,15,Country
3863,City,15,Country
3864,City,15,Country
3865,City,15,Country
3869,City,15,Country
3870,City,15,Country
3877,City,15,Country
3878,City,15,Country
3880,City,15,Country
3885,City,15,Country
3886,City,15,Country
3889,City,15,Country
3895,City,15,Country
3891,City,15,Country
3892,City,15,Country
3894,City,15,Country
1603,City,15,Country
1611,City,15,Country
1644,City,15,Country
1663,City,15,Country
1667,City,15,Country
1672,City,15,Country
1702,City,15,Country
1722,City,15,Country
1726,City,15,Country
1758,City,15,Country
1763,City,15,Country
1777,City,15,Country
1789,City,15,Country
1808,City,15,Country
1821,City,15,Country
1826,City,15,Country
1848,City,15,Country
1862,City,15,Country
1863,City,15,Country
1882,City,15,Country
1883,City,15,Country
1896,City,15,Country
1929,City,15,Country
1933,City,15,Country
1953,City,15,Country
1955,City,15,Country
1958,City,15,Country
1986,City,15,Country
1994,City,15,Country
2007,City,15,Country
2031,City,15,Country
2072,City,15,Country
2082,City,15,Country
2084,City,15,Country
2103,City,15,Country
2166,City,15,Country
2139,City,15,Country
2140,City,15,Country
2202,City,15,Country
2225,City,15,Country
2226,City,15,Country
2269,City,15,Country
2283,City,15,Country
2286,City,15,Country
2288,City,15,Country
2304,City,15,Country
2306,City,15,Country
2325,City,15,Country
2347,City,15,Country
2349,City,15,Country
2366,City,15,Country
2404,City,15,Country
2452,City,15,Country
2475,City,15,Country
2513,City,15,Country
2489,City,15,Country
2490,City,15,Country
2502,City,15,Country
2529,City,15,Country
2562,City,15,Country
2572,City,15,Country
2576,City,15,Country
2581,City,15,Country
2609,City,15,Country
2627,City,15,Country
2639,City,15,Country
2653,City,15,Country
2671,City,15,Country
2681,City,15,Country
2709,City,15,Country
2712,City,15,Country
2719,City,15,Country
2752,City,15,Country
2784,City,15,Country
2799,City,15,Country
2804,City,15,Country
2820,City,15,Country
2828,City,15,Country
2838,City,15,Country
2845,City,15,Country
2850,City,15,Country
2864,City,15,Country
2878,City,15,Country
2957,City,15,Country
2963,City,15,Country
2967,City,15,Country
2982,City,15,Country
2983,City,15,Country
3006,City,15,Country
3041,City,15,Country
3042,City,15,Country
3051,City,15,Country
3088,City,15,Country
3125,City,15,Country
3132,City,15,Country
3153,City,15,Country
3169,City,15,Country
3173,City,15,Country
3229,City,15,Country
3230,City,15,Country
3234,City,15,Country
3235,City,15,Country
3241,City,15,Country
3262,City,15,Country
3269,City,15,Country
3278,City,15,Country
3298,City,15,Country
3306,City,15,Country
3310,City,15,Country
3345,City,15,Country
3364,City,15,Country
3375,City,15,Country
3396,City,15,Country
3432,City,15,Country
3433,City,15,Country
3435,City,15,Country
3455,City,15,Country
3485,City,15,Country
3545,City,15,Country
3553,City,15,Country
3557,City,15,Country
3570,City,15,Country
3575,City,15,Country
3577,City,15,Country
3578,City,15,Country
3587,City,15,Country
3593,City,15,Country
3594,City,15,Country
3637,City,15,Country
3646,City,15,Country
3657,City,15,Country
3662,City,15,Country
3669,City,15,Country
3678,City,15,Country
3679,City,15,Country
3682,City,15,Country
3711,City,15,Country
3713,City,15,Country
3723,City,15,Country
3726,City,15,Country
3734,City,15,Country
3740,City,15,Country
3741,City,15,Country
3792,City,15,Country
3793,City,15,Country
3868,City,15,Country
3874,City,15,Country
1604,City,15,Country
1610,City,15,Country
1613,City,15,Country
1616,City,15,Country
1618,City,15,Country
1624,City,15,Country
1629,City,15,Country
1631,City,15,Country
1636,City,15,Country
1642,City,15,Country
1643,City,15,Country
1661,City,15,Country
1664,City,15,Country
1674,City,15,Country
1677,City,15,Country
1678,City,15,Country
1682,City,15,Country
1694,City,15,Country
1707,City,15,Country
1716,City,15,Country
1717,City,15,Country
1721,City,15,Country
1723,City,15,Country
1732,City,15,Country
1740,City,15,Country
1744,City,15,Country
1745,City,15,Country
1823,City,15,Country
1750,City,15,Country
1762,City,15,Country
1772,City,15,Country
1775,City,15,Country
1780,City,15,Country
1799,City,15,Country
1800,City,15,Country
1803,City,15,Country
1810,City,15,Country
1812,City,15,Country
1820,City,15,Country
1832,City,15,Country
1836,City,15,Country
1837,City,15,Country
1842,City,15,Country
1844,City,15,Country
1846,City,15,Country
1847,City,15,Country
1852,City,15,Country
1853,City,15,Country
1857,City,15,Country
1858,City,15,Country
1879,City,15,Country
1892,City,15,Country
1899,City,15,Country
1900,City,15,Country
1901,City,15,Country
1903,City,15,Country
1908,City,15,Country
1912,City,15,Country
1914,City,15,Country
1916,City,15,Country
1917,City,15,Country
1919,City,15,Country
1922,City,15,Country
1923,City,15,Country
1936,City,15,Country
1945,City,15,Country
1959,City,15,Country
1962,City,15,Country
1964,City,15,Country
1968,City,15,Country
1972,City,15,Country
1975,City,15,Country
1982,City,15,Country
1991,City,15,Country
1995,City,15,Country
1996,City,15,Country
2001,City,15,Country
2003,City,15,Country
2011,City,15,Country
2013,City,15,Country
2017,City,15,Country
2018,City,15,Country
2023,City,15,Country
2026,City,15,Country
2037,City,15,Country
2039,City,15,Country
2040,City,15,Country
2047,City,15,Country
2053,City,15,Country
2055,City,15,Country
2056,City,15,Country
2057,City,15,Country
2061,City,15,Country
2070,City,15,Country
2071,City,15,Country
2079,City,15,Country
2085,City,15,Country
2086,City,15,Country
2090,City,15,Country
2097,City,15,Country
2100,City,15,Country
2106,City,15,Country
2187,City,15,Country
2188,City,15,Country
2107,City,15,Country
2190,City,15,Country
2192,City,15,Country
2108,City,15,Country
2109,City,15,Country
2115,City,15,Country
2119,City,15,Country
2120,City,15,Country
2121,City,15,Country
2122,City,15,Country
2123,City,15,Country
2127,City,15,Country
2128,City,15,Country
2131,City,15,Country
2165,City,15,Country
2145,City,15,Country
2156,City,15,Country
2158,City,15,Country
2162,City,15,Country
2144,City,15,Country
2174,City,15,Country
2206,City,15,Country
2217,City,15,Country
2219,City,15,Country
2221,City,15,Country
2223,City,15,Country
2236,City,15,Country
2238,City,15,Country
2241,City,15,Country
2242,City,15,Country
2246,City,15,Country
2250,City,15,Country
2251,City,15,Country
2255,City,15,Country
2262,City,15,Country
2264,City,15,Country
2268,City,15,Country
2277,City,15,Country
2279,City,15,Country
2284,City,15,Country
2291,City,15,Country
2296,City,15,Country
2301,City,15,Country
2337,City,15,Country
2307,City,15,Country
2311,City,15,Country
2313,City,15,Country
2318,City,15,Country
2322,City,15,Country
2341,City,15,Country
2352,City,15,Country
